"playerId","headshot","sweaterNumber","positionCode","shootsCatches","heightInInches","weightInPounds","heightInCentimeters","weightInKilograms","birthDate","birthCountry","firstName","lastName","birthCity","birthStateProvince","teamId"
8479378,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8479378.png",64,"D","L",79,231,201,105,"1998-05-26","CAN","Logan","Stanley","Waterloo","ON",52
8479639,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8479639.png",52,"D","R",74,208,188,94,"1998-02-19","CAN","Dylan","Coghlan","Duncan","BC",52
8479972,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8479972.png",23,"C","L",70,184,178,83,"1998-11-03","CAN","Mason","Shaw","Lloydminster","AB",52
8479994,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8479994.png",28,"C","L",71,200,180,91,"1999-09-12","CAN","Jaret","Anderson-Dolan","Calgary","AB",52
8480014,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8480014.png",13,"C","R",75,216,191,98,"1999-08-16","CAN","Gabriel","Vilardi","Kingston","ON",52
8480049,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8480049.png",54,"D","L",76,216,193,98,"1999-01-24","USA","Dylan","Samberg","Saginaw","MN",52
8480113,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8480113.png",9,"L","L",72,201,183,91,"1993-12-21","USA","Alex","Iafallo","Eden","NY",52
8480145,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8480145.png",4,"D","R",72,190,183,86,"1995-07-29","USA","Neal","Pionk","Omaha","NE",52
8480289,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8480289.png",36,"C","L",76,220,193,100,"1998-12-02","CAN","Morgan","Barron","Halifax","NS",52
8480845,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8480845.png",15,"C","R",74,201,188,91,"2000-03-15","FIN","Rasmus","Kupari","Kotka",NA,52
8481019,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8481019.png",19,"C","L",74,196,188,89,"2000-04-11","SWE","David","Gustafsson","Tingsryd",NA,52
8481572,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8481572.png",14,"D","L",72,181,183,82,"2001-03-02","FIN","Ville","Heinola","Honkajoki",NA,52
8482149,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8482149.png",91,"C","L",71,185,180,84,"2002-01-01","CAN","Cole","Perfetti","Whitby","ON",52
8482192,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8482192.png",NA,"D","L",75,205,191,93,"2001-09-28","CAN","Isaak","Phillips","Barrie","ON",52
8483510,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8483510.png",57,"D","R",72,172,183,78,"2004-08-31","SWE","Elias","Salomonsson","Skelleftea",NA,52
8484135,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8484135.png",73,"C","R",69,181,175,82,"2000-07-20","USA","Parker","Ford","Wakefield","RI",52
8484242,"https://assets.nhle.com/mugs/nhl/20242025/WPG/8484242.png",29,"C","R",71,180,180,82,"2005-01-03","CAN","Brayden","Yager","Saskatoon","SK",52
8473419,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8473419.png",63,"C","L",69,180,175,82,"1988-05-11","CAN","Brad","Marchand","Halifax","NS",13
8475179,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8475179.png",7,"D","L",73,212,185,96,"1990-10-29","RUS","Dmitry","Kulikov","Lipetsk",NA,13
8475683,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8475683.png",72,"G","L",74,180,188,82,"1988-09-20","RUS","Sergei","Bobrovsky","Novokuznetsk",NA,13
8477034,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png",6,"D","L",78,214,198,97,"1992-12-10","USA","Jaycob","Megna","Plantation","FL",13
8477220,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477220.png",88,"D","L",72,197,183,89,"1991-07-16","USA","Nate","Schmidt","St. Cloud","MN",13
8477409,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477409.png",23,"C","L",74,183,188,83,"1995-08-14","CAN","Carter","Verhaeghe","Toronto","ON",13
8477493,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png",16,"C","L",75,214,191,97,"1995-09-02","FIN","Aleksander","Barkov","Tampere",NA,13
8477495,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477495.png",3,"D","R",76,213,193,97,"1994-10-03","USA","Seth","Jones","Arlington","TX",13
8477931,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png",92,"L","L",75,199,191,90,"1992-09-01","CZE","Tomas","Nosek","Pardubice",NA,13
8477932,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477932.png",5,"D","R",76,220,193,100,"1996-02-07","CAN","Aaron","Ekblad","Windsor","ON",13
8477933,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png",13,"C","R",73,196,185,89,"1995-11-06","CAN","Sam","Reinhart","West Vancouver","BC",13
8477935,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png",9,"C","L",73,193,185,88,"1996-06-20","CAN","Sam","Bennett","Holland Landing","ON",13
8477970,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8477970.png",41,"G","L",74,184,188,83,"1996-01-09","CZE","Vitek","Vanecek","Havlickuv Brod",NA,13
8478055,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8478055.png",42,"D","L",73,199,185,90,"1996-06-12","SWE","Gustav","Forsling","Linkoping",NA,13
8478421,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8478421.png",10,"L","L",75,209,191,95,"1996-12-14","CAN","A.J.","Greer","Joliette","QC",13
8478542,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8478542.png",17,"C","R",71,182,180,83,"1993-07-28","CAN","Evan","Rodrigues","Toronto","ON",13
8478859,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8478859.png",77,"D","L",78,204,198,93,"1996-04-27","FIN","Niko","Mikkola","Kiiminki",NA,13
8479314,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8479314.png",19,"L","L",74,202,188,92,"1997-12-11","USA","Matthew","Tkachuk","Scottsdale","AZ",13
8479981,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8479981.png",12,"L","L",75,211,191,96,"1998-10-12","CAN","Jonah","Gadjovich","Whitby","ON",13
8480003,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8480003.png",70,"C","L",73,190,185,86,"1998-10-30","SWE","Jesper","Boqvist","Falun",NA,13
8480185,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8480185.png",27,"C","L",75,191,191,87,"1998-09-02","FIN","Eetu","Luostarinen","Siilinjarvi",NA,13
8480193,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8480193.png",NA,"G","L",77,203,196,92,"1999-03-27","RUS","Daniil","Tarasov","Novokuznetsk",NA,13
8481477,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8481477.png",8,"C","L",75,209,191,95,"1995-05-03","DEU","Nico","Sturm","Augsburg",NA,13
8482113,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8482113.png",15,"C","L",73,196,185,89,"2001-10-03","FIN","Anton","Lundell","Espoo",NA,13
8482713,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8482713.png",25,"R","R",71,180,180,82,"2002-11-15","USA","Mackie","Samoskevich","Newtown","CT",13
8484304,"https://assets.nhle.com/mugs/nhl/20242025/FLA/8484304.png",26,"D","L",72,196,183,89,"1996-08-01","LVA","Uvis","Balinskis","Ventspils",NA,13
8471214,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8471214.png",8,"L","R",75,238,191,108,"1985-09-17","RUS","Alex","Ovechkin","Moscow",NA,15
8471698,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8471698.png",77,"R","R",72,187,183,85,"1986-12-23","USA","T.J.","Oshie","Everett","WA",15
8473563,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8473563.png",19,"C","L",73,202,185,92,"1987-11-23","SWE","Nicklas","Backstrom","Gavle",NA,15
8474189,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8474189.png",20,"C","L",74,208,188,94,"1989-05-08","DNK","Lars","Eller","Rodovre",NA,15
8474590,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8474590.png",74,"D","R",75,220,191,100,"1990-01-10","USA","John","Carlson","Natick","MA",15
8475343,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8475343.png",26,"C","R",74,190,188,86,"1990-05-27","USA","Nic","Dowd","Huntsville","AL",15
8475795,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8475795.png",52,"D","R",77,240,196,109,"1992-04-20","CAN","Dylan","McIlrath","Winnipeg","MB",15
8476880,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8476880.png",43,"R","R",76,225,193,102,"1994-03-29","CAN","Tom","Wilson","Toronto","ON",15
8477845,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8477845.png",57,"D","R",75,197,191,89,"1991-07-24","USA","Trevor","van Riemsdyk","Middletown","NJ",15
8477947,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8477947.png",15,"L","L",72,194,183,88,"1996-05-12","USA","Sonny","Milano","Massapequa","NY",15
8478233,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8478233.png",88,"L","L",70,183,178,83,"1996-04-04","CAN","Andrew","Mangiapane","Toronto","ON",15
8478440,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8478440.png",17,"C","L",75,196,191,89,"1997-03-07","CAN","Dylan","Strome","Mississauga","ON",15
8478463,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8478463.png",72,"L","L",71,180,180,82,"1997-06-08","CAN","Anthony","Beauvillier","Sorel-Tracy","QC",15
8478911,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8478911.png",3,"D","R",74,212,188,96,"1995-03-01","USA","Matt","Roy","Detroit","MI",15
8479292,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8479292.png",79,"G","R",74,190,188,86,"1993-12-18","USA","Charlie","Lindgren","Lakeville","MN",15
8479345,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8479345.png",6,"D","L",74,216,188,98,"1998-03-31","USA","Jakob","Chychrun","Boca Raton","FL",15
8479390,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8479390.png",16,"R","R",75,200,191,91,"1998-02-18","CAN","Taylor","Raddysh","Caledon","ON",15
8479400,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8479400.png",80,"L","L",76,220,193,100,"1998-06-24","CAN","Pierre-Luc","Dubois","Ste-Agathe-des-Monts","QC",15
8479520,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8479520.png",22,"R","L",74,210,188,95,"1997-05-22","USA","Brandon","Duhaime","Coral Springs","FL",15
8480313,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8480313.png",48,"G","R",76,207,193,94,"1997-02-25","CAN","Logan","Thompson","Calgary","AB",15
8480796,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8480796.png",42,"D","L",74,203,188,92,"1999-10-06","SVK","Martin","Fehérváry","Bratislava",NA,15
8480823,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8480823.png",27,"D","L",76,229,193,104,"1999-11-15","RUS","Alexander","Alexeyev","St. Petersburg",NA,15
8480873,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8480873.png",38,"D","L",71,189,180,86,"2000-03-07","SWE","Rasmus","Sandin","Uppsala",NA,15
8480990,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8480990.png",NA,"D","L",73,190,185,86,"2000-01-12","CAN","Declan","Chisholm","Bowmanville","ON",15
8481580,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8481580.png",24,"C","L",72,180,183,82,"2001-01-15","CAN","Connor","McMichael","Ajax","ON",15
8481656,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8481656.png",21,"C","L",78,247,198,112,"2001-01-06","BLR","Aliaksei","Protas","Vitebsk",NA,15
8483573,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8483573.png",53,"C","R",71,188,180,85,"1998-02-05","USA","Ethen","Frank","Aurora","CO",15
8484186,"https://assets.nhle.com/mugs/nhl/20242025/WSH/8484186.png",9,"R","R",72,192,183,87,"2005-01-21","USA","Ryan","Leonard","Northampton","MA",15
8476854,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8476854.png",27,"D","L",76,224,193,102,"1994-01-20","SWE","Hampus","Lindholm","Helsingborg",NA,6
8476914,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8476914.png",70,"G","L",75,199,191,90,"1994-04-28","FIN","Joonas","Korpisalo","Pori",NA,6
8477496,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8477496.png",28,"C","R",73,202,185,92,"1994-12-02","SWE","Elias","Lindholm","Boden",NA,6
8477507,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8477507.png",91,"D","L",78,248,198,112,"1995-04-16","RUS","Nikita","Zadorov","Moscow",NA,6
8477956,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png",88,"R","R",72,200,183,91,"1996-05-25","CZE","David","Pastrnak","Havirov",NA,6
8478401,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8478401.png",18,"C","L",75,206,191,93,"1997-04-06","CZE","Pavel","Zacha","Brno",NA,6
8478450,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8478450.png",29,"D","L",73,192,185,87,"1997-08-24","CAN","Parker","Wotherspoon","Surrey","BC",6
8479325,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8479325.png",73,"D","R",73,213,185,97,"1997-12-21","USA","Charlie","McAvoy","Long Beach","NY",6
8479369,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8479369.png",52,"D","R",75,214,191,97,"1998-03-17","USA","Andrew","Peeke","Parkland","FL",6
8479987,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8479987.png",39,"C","R",75,208,191,94,"1998-07-20","CAN","Morgan","Geekie","Strathclair","MB",6
8479999,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8479999.png",11,"C","L",73,195,185,88,"1998-11-22","USA","Casey","Mittelstadt","Eden Prairie","MN",6
8480035,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8480035.png",20,"D","R",72,200,183,91,"1999-06-17","FIN","Henri","Jokiharju","Oulu",NA,6
8480280,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8480280.png",1,"G","L",75,195,191,88,"1998-11-24","USA","Jeremy","Swayman","Anchorage","AK",6
8480355,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8480355.png",47,"C","R",76,227,193,103,"1999-03-11","USA","Mark","Kastelic","Phoenix","AZ",6
8480880,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8480880.png",94,"C","L",73,193,185,88,"2000-03-28","CZE","Jakub","Lauko","Prague",NA,6
8481043,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8481043.png",45,"L","L",73,207,185,94,"1998-05-17","USA","Cole","Koepke","Two Harbors","MN",6
8481556,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8481556.png",19,"C","L",75,220,191,100,"2001-04-05","USA","John","Beecher","Elmira","NY",6
8482177,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8482177.png",92,"C","L",71,176,180,80,"2002-07-17","RUS","Marat","Khusnutdinov","Moscow",NA,6
8482511,"https://assets.nhle.com/mugs/nhl/20242025/BOS/8482511.png",6,"D","L",77,220,196,100,"2001-01-17","USA","Mason","Lohrei","Baton Rouge","LA",6
8470621,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8470621.png",90,"R","R",75,208,191,94,"1985-05-16","CAN","Corey","Perry","Peterborough","ON",22
8474641,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8474641.png",19,"C","L",72,195,183,88,"1990-02-06","CAN","Adam","Henrique","Brantford","ON",22
8475218,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8475218.png",14,"D","L",77,225,196,102,"1990-05-24","SWE","Mattias","Ekholm","Borlange",NA,22
8475717,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8475717.png",30,"G","L",73,206,185,93,"1992-04-15","CAN","Calvin","Pickard","Moncton","NB",22
8475784,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8475784.png",53,"C","L",71,200,180,91,"1992-05-16","CAN","Jeff","Skinner","Toronto","ON",22
8475786,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png",18,"L","R",73,206,185,93,"1992-06-09","CAN","Zach","Hyman","Toronto","ON",22
8475906,"https://assets.nhle.com/mugs/nhl/20242025/EDM/8475906.png",36,"D","R",74,185,188,84,"1992-08-14","SWE","John","Klingberg","Gothenburg",NA,22
